words,polarity,frequency
iii,0.064518161,133
stronger,0.565311716,133
noise,-0.901487507,135
split,0.178941115,133
secretary,0.539392535,134
basement,-0.611745223,133
spike,0.567936261,133
admittedly,-0.261849159,133
stood,0.196444037,133
trade,0.222417688,133
homage,0.208023887,133
chances,0.039801023,133
wake,-0.115420128,132
godfather,0.878573456,132
corrupt,0.422113508,132
ian,0.776609163,132
they'd,-0.851072272,133
cole,0.730785194,132
requires,0.048711404,132
nose,-0.632864529,132
easier,0.212258318,132
fired,-0.416547797,132
spending,-0.803442384,132
pie,-0.325945672,132
intention,-0.259711897,132
weight,0.073538771,132
cox,0.601818607,132
attached,-0.179109201,132
specific,0.353982984,132
ripped,-1.240659384,133
represents,0.857247329,132
guest,0.335149527,132
shall,-0.075433289,132
exercise,-0.946155341,131
university,0.562804374,131
relevant,0.574736805,131
duke,0.450324647,131
miike,0.857034388,131
disagree,0.540866006,131
stated,-0.034044626,131
guilt,0.741778258,131
associated,-0.432563427,131
beating,-0.199066263,131
wanna,-0.46815156,131
gothic,0.678119763,131
sexually,-0.11035328,131
projects,0.020364828,131
forgive,-0.352654906,131
occurs,0.122225519,131
stunt,-0.302269262,131
revelation,0.376855404,131
kicks,0.203229438,131
messages,0.338676355,131
carefully,0.76479209,131
le,0.747694357,131
tea,-0.071208773,131
stealing,-0.067694147,131
hype,-0.787834919,130
drags,-0.866600662,130
inevitable,0.444028938,130
identify,0.432956525,130
medium,0.445785168,130
notch,1.405053949,130
acceptable,-0.621695864,130
bakshi,-0.133751579,130
importance,0.628198706,130
jesse,0.394427191,130
killings,-0.355212673,131
typically,0.212113579,130
increasingly,0.281403823,129
carrey,0.229426114,129
row,-0.134993105,129
luckily,0.013293002,129
huh,-1.44363702,129
cardboard,-1.686853307,129
comics,0.131010715,129
per,-0.092661467,129
gift,0.759172176,129
dropped,-0.523595129,129
investigation,0.394697924,129
bush,-0.314394782,129
nights,0.347698107,129
vague,-0.688802788,129
kubrick,0.772731361,129
reynolds,-0.10381455,129
lily,0.682741239,129
savage,0.341739068,129
thumbs,0.365809951,129
mild,-0.153177373,129
brand,0.033669729,129
faced,0.651148256,130
allowing,0.453919693,128
brilliance,1.218704489,128
gotta,0.195708838,128
fisher,0.812606911,128
strictly,-0.338557941,128
performing,0.187721065,128
enters,0.408547135,128
continued,-0.055472839,128
kudos,1.452086137,128
toilet,-1.353751087,128
resolution,-0.22072199,128
instantly,0.126277043,128
bride,0.505920111,128
kidnapped,-0.150279797,128
destruction,0.260481371,128
fitting,0.829120791,128
dawson,0.24976572,128
contract,-0.031267108,128
breasts,-1.307799773,128
monkey,-0.638903479,128
shining,0.1401728,128
korean,0.382155813,128
thrills,0.104070753,128
afterwards,0.112369557,128
lab,-0.704174043,129
executive,-0.043537403,128
brosnan,0.177110594,128
non-existent,-2.025573491,128
fifteen,-0.501371223,127
importantly,0.693699155,127
pleased,1.050952513,127
flash,-0.429504084,127
jamie,0.192446039,127
overlooked,1.465448297,127
persona,0.632252449,127
commit,-0.092623132,127
joey,0.432869137,127
insulting,-2.223261485,127
presumably,-0.899393923,127
competition,0.404191882,127
press,0.052007671,127
letter,0.266445272,127
con,0.230081292,127
creators,-0.516280766,127
alike,0.752881182,127
pushed,0.033619482,127
norman,0.398194974,127
tremendous,1.308584623,127
handful,-0.163831286,126
silence,0.301411667,126
fears,1.005372181,126
estate,0.255143909,126
individuals,0.637113441,126
worthless,-2.125555823,126
must-see,2.353516609,126
realise,0.086892838,126
australia,0.549029846,126
bible,-0.368945381,126
wondered,-0.182336403,126
useless,-1.51760139,126
beings,0.537940946,126
arrested,0.267958511,126
aforementioned,-0.292026454,126
mafia,0.427196786,126
relative,0.280259139,126
sophisticated,0.339688851,126
nuclear,-0.383104343,125
regardless,0.275111974,125
creation,0.488832156,125
talked,-0.001281503,125
disease,-0.091823161,125
narrator,0.265168801,125
packed,0.929945782,125
real-life,0.553651413,125
doors,-0.04324775,125
astaire,1.088908773,125
buried,-0.378257382,125
wonders,0.052933492,125
listed,-0.441319482,125
partly,0.323530995,125
appalling,-2.235308731,125
strike,0.10785002,125
returning,0.515909384,125
cruise,-0.110982761,125
strip,-0.538162055,125
corpse,-0.26635577,125
jerk,-0.775407073,124
menacing,0.311079081,124
flawless,2.27227016,124
mitchell,0.292326864,124
bullets,-0.587504862,124
citizen,0.530825176,124
heat,0.482963827,124
planning,0.076507446,124
pleasantly,1.709343872,124
highlights,0.525824513,124
bucks,-1.396784784,124
spell,0.067114826,124
outrageous,0.260715449,124
frustrated,-0.058623408,124
union,0.382328459,124
admire,0.310167518,124
guide,-0.074797499,124
miserably,-2.302532974,124
grandmother,0.412502945,124
critic,0.275351569,124
cagney,1.272151963,124
nurse,0.261492197,124
hitting,-0.259454791,124
digital,-0.001998637,124
poverty,0.541177347,124
ward,0.262372504,124
evident,0.369537876,124
abc,0.510000064,124
satan,-0.608603043,123
ken,0.513536384,123
perry,0.302262445,123
shy,0.856227537,123
fatal,-0.061176726,123
generous,-1.318246255,123
francisco,0.672953128,123
characterization,-0.12590477,123
consequences,0.907269001,123
burn,-1.004464541,123
territory,0.273396472,123
goldberg,0.048569938,123
diamond,0.343320846,123
drivel,-2.713878151,123
achievement,1.513763869,123
horrors,0.515524134,123
cup,-0.068547737,123
larger,0.617849538,123
prevent,0.041682647,123
curiosity,-0.489327192,123
conspiracy,-0.295894507,123
attracted,0.215417646,123
superbly,2.292134368,123
twin,0.155385069,123
boxing,0.673624398,123
jumping,-0.541526165,123
clues,0.31895434,123
uninspired,-2.014562011,123
opposed,0.187480007,122
davies,0.614367133,122
shortly,0.085691665,122
motivation,-0.857421897,122
repetitive,-1.084448818,122
accused,0.56471844,122
picking,-0.207660854,122
slightest,-1.236219714,122
souls,0.188689925,122
logical,-0.438944921,122
psychiatrist,0.094786669,122
ambitious,0.521437051,122
alexander,-0.339742717,122
emily,0.490294124,122
inspiring,1.302835834,122
photographed,0.574348323,122
spooky,0.205364878,122
blob,-0.367233257,122
ticket,-0.534229868,122
empire,0.489922066,122
accomplished,0.491222864,122
falk,0.621237868,122
splendid,1.641776091,122
blows,-0.306587499,122
neil,0.499083957,122
dire,-1.502761773,122
temple,0.238127839,122
ironically,0.217890769,122
response,0.211204878,122
spiritual,0.771758389,122
los,0.454081749,122
lou,0.290962374,122
gandhi,1.258301407,122
craig,0.704163733,122
cared,-0.71428255,122
stiff,-0.619056412,122
notes,0.252988222,122
raped,-0.600865749,121
convoluted,-0.811955638,121
watches,0.068550433,121
samurai,0.988661799,121
root,-0.164802608,121
they'll,-0.297833899,121
felix,0.904920066,121
morality,0.474801624,121
installment,0.082022728,121
indians,0.059898253,121
directorial,0.45658053,121
lacked,-0.927072754,121
cameron,0.400376516,121
suits,0.006154462,121
timeless,2.036577811,121
struck,0.440781491,121
sacrifice,0.553186821,121
wes,0.074062555,121
non,-0.21881208,121
manhattan,0.262414645,121
spring,0.243258319,121
hire,-0.887577503,121
subsequent,0.497927244,121
piano,0.428795936,121
push,-0.134376773,121
revealing,0.423740952,121
fay,0.746714932,121
ruth,0.774205147,121
depression,0.90575762,121
turner,0.648063651,120
distant,0.406666496,120
ignored,-0.147568068,120
ad,-0.741063074,120
em,-0.103330707,120
precious,-0.571061024,120
overdone,-0.544874009,120
documentaries,0.464353879,120
intrigued,0.310320933,120
subplot,-0.465826908,120
modesty,-0.137377072,122
hatred,0.460211581,120
laurel,0.313166256,120
sole,-0.584165409,120
beer,-0.462427389,120
melodramatic,-0.289753211,120
duo,0.639611668,120
dracula,-0.149849501,120
farce,-0.748864141,120
remaining,-0.132860214,120
forbidden,0.5501425,120
spoiled,-0.604926469,120
shark,-0.931130652,120
rip-off,-1.57426935,120
reasonably,-0.436977236,119
pulling,-0.062340862,119
mel,0.124606279,119
liberal,-0.592632451,119
jealous,0.409542448,119
ex,-0.159565832,119
wells,-0.104794317,119
drunken,0.040293293,119
bleak,0.867819266,119
tunes,0.610197725,119
elderly,0.434211393,119
throat,-0.147291125,119
border,0.238251002,119
marks,0.326321185,119
paulie,1.519267054,119
poster,-0.387522614,119
cia,-0.016508502,119
aimed,-0.639439423,119
repeatedly,-0.69633201,119
notably,0.507295947,119
trap,-0.112727978,119
draws,1.166325464,118
discussion,0.28451065,118
failing,-0.655278186,118
editor,-0.470767715,118
explore,0.315595439,118
obscure,-0.068028732,118
argument,-0.140409269,118
minimal,-0.36219099,118
glenn,0.536063903,118
verhoeven,0.142983282,118
tall,0.033350304,118
craven,-0.160126635,118
outcome,0.203537831,118
reduced,-0.849209951,118
loosely,-0.614872218,118
photographer,0.129365992,118
gradually,1.107736584,118
progress,0.460338593,118
rap,-0.309285895,118
captivating,1.632767347,118
timothy,0.638614765,118
idiots,-1.713496479,118
smooth,0.993830039,118
explicit,0.135562547,118
mile,-0.30276591,118
providing,0.534059677,118
dignity,0.313873957,118
mid,0.166367959,118
rid,-0.094601233,118
reasonable,-0.609514601,117
sticks,0.101411115,117
wicked,0.715354163,118
wreck,-1.513257528,117
warrior,0.15171506,117
kenneth,0.430509517,117
definite,1.191143593,117
darker,1.312459297,117
dave,0.436800613,117
intent,-0.247091582,117
restaurant,0.359336912,117
misses,-0.469145351,117
screams,-0.588794374,117
sloppy,-1.544460002,117
stiller,-0.175318356,117
futuristic,0.188022317,117
elaborate,0.133420139,117
returned,0.434756356,117
childish,-0.909153885,117
shadows,0.551800242,117
maker,-0.204765838,116
absence,-0.097523107,116
vicious,0.504175895,116
horrid,-2.139825271,116
sunshine,0.675549086,116
areas,0.360414188,116
mann,0.954852928,116
danes,0.182389751,116
meat,-0.418632148,116
annie,0.713954443,116
brazil,0.655696786,116
contrary,0.283856243,116
shoes,0.34125217,116
worried,0.553350473,116
jet,-0.159548888,116
unbearable,-1.31355876,116
purple,-0.010077007,116
fx,-0.562541939,116
psychotic,4.33E-05,116
beaten,-0.188463745,116
thirty,-0.203231695,116
unbelievably,-1.237530906,116
blank,-0.681518241,116
cried,1.75433786,116
warren,0.279537784,116
romero,-0.022566846,116
hysterical,0.499792597,116
yesterday,0.502507634,116
spin,0.13712005,115
eve,0.909391504,115
kitchen,2.45E-05,115
mildred,1.261417705,115
knock,-0.128606722,116
choreography,0.150424225,115
ireland,0.455545035,115
exaggerated,-0.12355671,115
pushing,-0.04996312,115
gentle,1.466896807,115
matthew,0.209237038,115
triumph,1.226238658,115
distance,0.139263332,115
complain,0.71842651,115
improved,0.22800112,115
concerning,0.294085774,115
translation,0.105060818,115
differences,0.821642762,115
connect,-0.113353002,115
superhero,0.494032314,115
eyre,0.406442259,115
commercials,-0.848963722,115
karen,0.432863672,115
walker,0.277280362,114
smoke,-0.308903232,114
stole,0.146749955,114
anyways,-0.088520867,114
kirk,0.370976499,114
existed,-0.071823032,114
fancy,-0.076105729,114
displays,0.613363703,114
smoking,-0.256452243,114
ought,-0.360117561,114
landscape,0.885986582,114
occurred,-0.031196692,114
tortured,-0.308826965,114
arrive,-0.026881893,114
prom,-0.467652565,114
incident,0.295315716,114
gray,0.264784793,114
bathroom,-0.394299549,114
overrated,-1.208332091,114
threat,0.037746188,114
size,-0.434327158,113
extended,0.272894516,113
reached,-0.04368761,113
string,-0.449235274,113
nicholson,0.776689678,113
resembles,-0.395018605,113
currently,0.355509289,113
symbolism,0.234704124,113
hamilton,0.467289558,113
newspaper,0.205098349,113
farm,0.212830124,113
scripted,-0.468850924,113
demands,0.556891983,113
affected,0.732805847,113
he'll,0.084673197,113
blend,1.234901753,113
donna,0.275915506,113
movements,0.369967988,113
drawing,0.187517451,113
burned,-0.679922516,113
ranks,0.56521527,113
we'll,-0.365548495,113
dancers,0.199540406,113
beatty,0.39430158,113
panic,0.119241588,113
hugh,0.443942658,112
antics,0.068788746,112
hollow,-0.656818293,112
investigate,0.101971258,112
pretend,-0.77561108,112
sadness,1.823607378,112
secrets,0.838894869,112
website,-0.31309784,112
mate,-0.022252573,112
margaret,0.849010584,112
holy,-0.167655943,112
broadcast,0.287279378,112
receive,0.456236494,112
threw,-1.017151778,112
builds,1.093303615,113
trio,0.478681008,112
enjoys,0.775739897,112
occur,0.072404177,112
robots,-0.392898323,112
proceedings,-0.084278609,112
recognized,0.897826238,112
fever,-0.463766616,112
daring,0.716251151,112
swedish,0.055696249,112
styles,0.603214783,112
involvement,0.114723915,112
wallace,0.964357115,112
dinosaurs,-0.435590067,111
altogether,-0.187440579,111
imagined,0.496324391,111
rage,0.333411607,111
machines,-0.026259044,111
exposed,-0.034795576,111
synopsis,-0.571420823,111
beats,0.08046062,111
swear,-0.932249252,111
merit,-1.022030073,111
selfish,-0.033415481,111
scientific,-0.320966165,111
fulci,-0.09248433,111
kapoor,0.192132626,111
broad,-0.048874895,111
discovery,0.504153114,111
threatening,-0.101636986,111
greek,-0.039620737,111
q,0.139594251,111
dynamic,0.883228931,111
giallo,0.684496973,111
argue,0.110482249,111
leonard,0.849593244,111
lawrence,0.074181601,111
superficial,-0.737500421,111
camera-work,0.041582556,111
todd,0.593666199,111
harder,0.075856173,111
ridiculously,-1.464486935,111
journalist,0.346233436,111
voight,0.219918041,111
bell,0.141928255,110
engaged,0.33045645,110
clint,0.512190803,110
heroic,0.231166976,110
bug,-0.12584803,110
conversations,-0.068973006,110
mountains,0.157999858,110
thugs,-0.115394061,110
cary,0.60398725,110
dialogues,-0.330075531,110
cameras,-0.294551557,110
fonda,0.383510343,110
craft,0.223732031,110
tame,-0.520063655,110
audio,0.044982638,110
folk,0.274532428,110
all-time,1.178585481,110
apes,-0.613754778,110
bite,-0.364697532,110
adequate,-0.244873488,110
population,-0.183022644,110
unpleasant,-0.787830763,110
sadistic,0.018162884,110
tommy,0.275490177,110
et,-0.100749981,110
explosions,-0.199322469,109
innovative,0.452328863,109
brains,-0.588064535,109
lips,-0.538001973,109
brady,0.001531378,109
overwhelming,0.741701711,109
edie,0.579444166,109
madonna,-0.369929523,109
juvenile,-1.106543118,109
rambo,0.200874953,109
birds,-0.232438146,109
kidding,-1.618442434,109
blake,0.564177434,109
titled,-0.276596806,109
prostitute,0.167545081,109
altman,0.322330227,109
comfortable,0.691879093,109
carl,0.787622353,109
wealth,0.805625191,109
popcorn,0.014900461,109
whale,0.562430859,109
block,-0.007769967,109
offering,-0.061032332,109
intrigue,0.345757552,109
lemmon,1.017328887,109
escaped,-0.102176005,109
buddies,-0.175397469,109
clothing,-0.274979452,109
explosion,-0.442638983,109
lol,0.216441147,109
selling,-0.058228794,109
murderous,-0.052920486,109
aging,0.403597964,109
genres,0.598142561,109
orders,0.191392027,109
cuba,-0.071348388,109
load,-1.320664994,109
upper,0.453103183,109
nearby,0.064179972,109
cats,-0.388962214,109
parent,0.334240799,109
errors,-0.981333238,108
disturbed,0.135894011,108
atlantis,-0.185229035,108
staff,0.094192033,108
palma,0.084906871,108
producing,-0.438472955,108
detailed,0.883630271,108
ah,-0.580004219,108
groups,0.285050838,108
mickey,0.594872532,108
vivid,1.408432898,108
kennedy,0.445301213,108
web,0.375479088,108
rural,0.719635809,108
liking,0.036749865,108
implausible,-1.263289435,108
abilities,0.094798499,108
deliberately,-0.038610712,108
removed,-0.421047587,108
